id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,text,dataset,primary_anger,secondary_anger,primary_disgust,secondary_disgust,primary_fear,secondary_fear,primary_joy,secondary_joy,primary_sadness,secondary_sadness,primary_surprise,secondary_surprise
1172,True,False,False,False,False,False,False,False,"DEAR PROABORTS: Using BAD grammar and FILTHY language and INTIMIDATION makes you look ignorant, inept and desperate. #GodWins #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1173,False,True,False,False,False,False,False,False,Our #TruthTour cont' in the @CityOttawa as we show the humanity of the unborn & inhumanity of abortion! #cdnpoli #Ottawa #onpoli #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1174,True,False,False,False,False,False,False,False,Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1183,True,False,False,False,False,False,False,False,@notmuchelse Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1197,False,False,False,False,False,False,False,True,For great is thy mercy toward me; & thou hast delivered my soul from an evil place. Amen #Christian #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1214,False,False,False,False,True,False,False,False,RT DavidHarris707: MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1215,False,False,False,False,True,False,False,False,MathewsJeanne Thank you 4 your very #kind RT. God Bless You #Patriot. #babies matter #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1221,True,False,False,False,False,False,False,False,"RT @RandForeman: It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1227,True,False,True,False,False,False,False,False,@DaRealMonieLove or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1229,True,False,False,False,False,False,False,False,"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1233,True,False,False,False,False,False,False,False,@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1241,False,False,False,False,True,False,False,False,@gaz_dance I'm good like this. I've always been #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1242,False,False,False,False,False,True,False,False,The beauty of the morning seems ruined knowing abortion clinics open soon. Another day of 900+ lives lost to @PPact & friends.      #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
1247,True,False,False,False,False,False,False,False,"@ravensymone U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder  #death #iLLegalAliens #RavenSymone #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1259,False,False,False,False,False,False,False,True,@USAlivestrong @scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasflutegal 100% Support #Trump.. #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1260,True,False,False,False,False,False,False,False,@WhipHoyer @CorlessJones haha ACA is far from affordable you bunch of GRUBER idiots! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1261,False,True,False,False,False,False,False,False,"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016 #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
1262,False,True,False,False,False,False,False,False,"Honestly I am gonna watch #Univision so much more now, just to support the network against #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
1263,True,False,False,False,False,False,False,False,"@CarmineZozzora Or a supreme court who now re-writes laws from the bench. They have done calisthenics to save o-care, TWICE! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1265,False,False,False,False,False,False,False,True,@realDonaldTrump  I like Mexicans who come to US legally.  #IStandWithTrump #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1266,False,True,False,False,False,False,False,False,We need Obama out and @realDonaldTrump in the White House ASAP #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1268,True,False,False,False,False,False,False,False,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1270,False,False,True,False,False,False,False,False,Donald Trump inhaled so much air spray & started to believe he is the title holder for the United States. #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
1272,True,False,False,False,False,False,False,False,.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1275,False,True,False,False,False,False,False,False,"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
1285,False,True,False,True,False,False,False,False,Isis celebrates Islam with 3 terror attacks overseas. BO wants 2 disarm Americans so Isis can mow us down at will. #tcot #SemST,test,False,False,False,False,True,True,False,True,False,False,False,False
1287,True,False,False,True,False,False,False,False,@Scotus creates another right in the Constitution. WE ARE LIVING UNDER TYRANNY. THE WILL OF THE PEOPLE IS NO LONGER! #SemST,test,True,True,False,False,True,True,False,False,False,False,False,False
1289,False,False,False,True,False,False,False,False,I don't even recognize America anymore. #scary #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
1290,False,False,False,False,False,True,False,False,Sad day America...what is going on? #LNYHBT #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
1291,True,False,False,False,False,False,False,False,The country's fucked but we can marry!! Woo hoo! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1292,True,False,False,False,False,False,False,False,This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1293,False,True,False,False,False,False,False,False,There is a fine line between right and damnation  and in my opinion the US is going down the wrong damn road #votethemallout #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1296,False,False,False,True,False,False,True,False,@BlissTabitha What to hell is going on! Really scary.. Nothing sacred anymore! #SemST,test,False,False,False,False,True,True,False,False,False,False,True,True
1302,False,False,False,False,False,False,False,True,"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman. #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
1308,True,False,False,False,False,False,False,False,"The moment you opened your mouth,  that was the end of your candidate trip! @realDonaldTrump #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1315,True,False,True,False,False,False,False,False,they legalized gay marriage???!!!  what's next?!?!? CRACK?!!!?  #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1317,True,False,False,False,False,False,False,False,The whitehouse displaying rainbow colors...are you shitting me? #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1321,False,False,False,False,True,False,False,False,@xmoraldk Glad we have each other on Twitter along with our home/community lives. You guys ROCK! #BeBlessed #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1324,False,False,True,False,False,False,False,False,"It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake  #SemST",test,False,False,True,True,False,False,False,False,False,False,False,False
1328,False,False,False,False,False,True,False,False,"We the people has become ""We the sheeple""  #SemST",test,False,False,False,False,False,False,False,False,True,True,False,False
1340,True,False,False,False,False,False,False,False,I really hate these stunts.  We already know how ignorant the post-Reagan generations are.   #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1343,False,False,False,True,False,False,False,False,Right on @ericbolling Racial fatigue and real depression is running rampant in our country these days.  #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
1346,True,False,False,False,False,False,False,False,"Matters more today, then last week or yesterday.  IF YOU SEE SOMETHING SAY SOMETHING.  Bad is not even a word yet. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1350,True,False,False,False,False,False,False,False,"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1353,False,False,False,False,True,False,False,True,@Colin_McManus7 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident #SemST,test,False,False,False,False,False,False,True,True,False,False,False,True
1355,True,False,False,False,False,False,False,False,RT @_CFJ_: RT @bcwilliams92 Let's get this CLEAR! I DID NOT I REPEAT DID NOT vote on TPP  ~ Ted Cruz #CruzCrew... #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1356,False,False,False,False,False,True,False,False,Imagine looking out at the world and the America Obama has created while thinking things are better?  My god...  #tcot #PJNET #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
1359,False,True,False,False,True,False,False,False,I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1364,False,True,False,False,False,False,False,False,RT @reel_fisherman6: I think Donald would bring this country back to where we used to be #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1365,True,False,False,False,False,False,False,False,"My Message To LGBT Rights Supporters: If You Hate America, Please Leave. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1366,True,False,False,False,False,False,False,False,@2AFight All these shootings in America are planned. Stay safe stay second amendment. Illegal guns kill people way more wtf?!!! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1367,False,False,False,True,False,False,False,False,I really hope @realDonaldTrump doesn't combover and shoot me with the pistol he's constantly packing.. #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
1368,True,False,True,False,False,False,False,False,"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump #SemST",test,True,True,True,True,False,False,False,False,False,False,False,False
1375,False,True,False,False,False,False,False,False,@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1376,True,False,False,False,False,False,False,False,#LoveWins ---> I'm hating the rainbow because of this!!#NoToGayMarriage #Wakeuplebanon  #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1382,False,True,False,False,False,False,False,False,Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump  #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1384,False,False,False,False,True,False,False,False,@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1388,True,False,False,False,False,False,False,False,Black lives only matter to politicians around election time. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1389,False,True,False,False,False,False,False,False,571 Days Left Until Obama Leaves The White House. #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1394,False,False,False,False,True,False,False,False,I admire how real and unapologetic Donald Trump is on his Political standpoints #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1395,True,False,False,False,False,False,False,False,@thereaIbanksy stop making racist peopld rich! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1396,False,True,False,True,False,False,False,False,"Be prepared - if we continue the policies of the liberal left, we will be #Greece - #SemST",test,False,False,False,False,True,True,False,True,False,False,False,False
1398,False,False,False,False,False,False,False,True,"RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote. #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
1399,True,False,False,False,False,False,False,False,Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1403,False,False,False,False,False,False,True,False,I'm confused?? An unarmed fugitive was shot this weekend while running from an officer.  No rioting? No dismissal? A hero?  #SemST,test,False,False,False,False,False,False,False,False,False,False,True,True
1407,False,False,False,False,False,False,False,True,Really respect @realDonaldTrump for giving up #TheApprentice to make way for his #campaign #AmericaNeedsThis #GodBlessedAmerica #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1408,False,False,False,False,False,True,False,False,This country doesnt have victories any more.  When is the last time we beat china in trade? #talkcityclub #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
1409,True,False,False,False,False,False,False,False,"Putting Our Marines on non US flagged Ships would be against everything that is America, for Gods sake end #Progressivism #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1414,True,False,True,False,False,False,False,False,.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House. #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1415,False,False,True,False,False,False,False,False,@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get. #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
1416,True,False,False,False,False,False,False,False,"So, Donald gets fired, but reverend Al is still employed. Both are idiots. Makes zero sense, #NBC #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1421,False,False,False,True,False,False,False,False,Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt. #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
1422,False,False,False,False,False,False,False,True,@realDonaldTrump he is a real leader and deserves to be President. #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1429,True,False,False,False,False,False,False,False,#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1431,True,False,False,False,False,False,False,False,"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again? #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1432,True,False,True,False,False,False,False,False,Donald Trump needs to stop embarrassing himself. Racist assholes.... #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1433,True,False,False,False,False,False,False,False,"@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1434,True,False,False,False,False,False,False,False,Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1438,False,True,False,False,False,False,False,False,Donald Trump is the man lets get this man in the White House!!! #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1440,False,False,False,False,True,False,False,False,i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1441,True,False,False,False,False,False,False,False,"Holy shit ,the @realDonaldTrump is one looney mother fucker.  He'll never make it to the first debate #sideshow #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1442,False,False,False,True,False,False,False,False,I write separately to call attention to this Court's threat to American democracy - #ObergefellvHodges #AmericaIsScrewed #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
1444,False,True,False,False,False,False,False,False,More people should pay attention to the Greek situation cuz it's the first dominoe to fall #Grexit #tcot #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1446,False,False,False,False,True,False,False,True,Mr. @realDonaldTrump   I appreciate you standing your ground as you've done.  I can say I've never felt better about voting. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,True
1448,True,False,False,False,False,False,False,False,@GinnyQuaglia well the rest of the majority had better get off their asses and get involved in this fight. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1449,True,False,True,False,False,False,False,False,@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality... #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1456,True,False,False,False,False,False,False,False,@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1458,True,False,False,False,False,False,False,False,"@foxnation read my lips , "" I am Nuts "" get out of people's personal life. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1461,True,False,False,False,False,False,False,False,@realDonaldTrump You're FIRED! Now get out of here! Go!    #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1463,False,True,False,False,False,False,False,False,Donald Trump is gonna end up like Hitler #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1465,False,False,False,False,False,False,False,True,@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1478,True,False,False,False,False,False,False,False,Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1482,True,False,False,False,False,False,False,False,Think u can say anything without repercussion? Ask Mel Gibson how that's working out for him u racist elitist piece of shit! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1486,True,False,False,False,False,False,False,False,OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF? #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1493,True,False,False,False,False,False,False,False,"@realDonaldTrump suing Univision & NBC because they cut you off. UGH great political move, because we need a greedy President! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1494,False,False,False,False,True,False,False,False,Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1495,True,False,False,False,False,False,False,False,"Me: ""That asshole with the toupee was talking again and it was stressing me out""  Dad: ""Who?""  Mom: ""Donald Trump #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1496,True,False,False,False,False,False,False,False,"Donald Trump....you're fired, fired, & fired again! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1500,False,True,False,False,True,False,False,False,"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
1502,False,False,False,False,False,True,False,False,I feel dumb that I am so broke and Donald Trump is a billionaire. #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
1504,True,False,False,True,False,False,False,False,@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women! #SemST,test,True,True,False,False,True,True,False,False,False,False,False,False
1505,True,False,False,False,False,False,False,False,"The #Obama Presidency: Has There Ever a Point in Time When He HASN'T Been Lying to #WeThePeople? RE: The ""Liar-in-Chief #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1508,False,False,True,False,False,False,False,False,"@mmfa water seeks its own level. In the case of @realDonaldTrump and @oreillyfactor, it's sewer water. #FoxNews #Trump #SemST",test,False,False,True,True,False,False,False,False,False,False,False,False
1509,False,True,False,False,False,False,False,False,@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1510,True,False,False,False,False,False,False,False,"of the many @realDonaldTrump racist comments, this one takes the prize!  ""Laziness is a trait in blacks.""  #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1513,False,True,False,False,False,False,False,False,Left-wing media trying to silence @realDonaldTrump? HAHAHA  Keep trying! Trump is NOT a career politician & he won't be bought!  #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1515,False,True,False,False,False,False,False,False,Macy's to stop selling Trump merch. I guess he'll sue them next. #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1517,False,False,False,False,True,False,False,False,I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote! #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1518,True,False,True,False,False,False,False,False,Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @Macys @Univision @nbc #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1520,True,False,False,False,False,False,False,False,@gbennettpost @jamiedupree No  #asstards!  America is dumping you! Trump's gonna put your dicks in the dirt! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1525,False,True,False,False,False,False,False,False,@Ehsan_Kassim It's time we make the Housewares department great again #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1527,True,False,False,False,False,False,False,False,"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1530,False,False,False,False,True,False,False,False,"I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
1531,True,False,False,False,False,False,False,False,DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1536,True,False,False,False,False,False,False,False,Fuck Macy's. Fuck your July 4th Fireworks. Fuck your Thanksgiving Parade. Fuck NBC. Fuck Univision. Fuck Mexico. Fuck all of you. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1538,True,False,False,False,False,False,False,False,I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1540,False,False,False,False,False,False,False,True,"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right. #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
1544,False,False,False,False,False,False,False,True,Trump got the smarts to win the hearts #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1546,True,False,True,False,False,False,False,False,"OBAMA LISTENING TO RAP ""MUSIC"" IN THE WHITE HOUSE IS A DISGRACE. YOU CAN'T SPELL CRAP WITHOUT RAP. #tcot #NoBama #SemST",test,True,True,True,True,False,False,False,False,False,False,False,False
1552,False,False,False,True,False,False,False,False,Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
1553,True,False,False,False,False,False,False,False,"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1555,False,False,False,False,True,False,False,False,"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
1558,False,False,False,False,False,False,False,True,We need someine to bring this country back to life! @realDonaldTrump resuscitate America! #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1559,False,False,False,False,True,False,False,False,"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes! #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
1561,True,False,False,False,False,False,False,False,Jeb Bush Why Don't U Stand Up For Yr Mexican Family & Denounce Trump. Have You No Pride or Balls?  #DumpTrump #BoycottTrump #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1562,True,False,True,False,False,False,False,False,@kesgardner @MikeHansen613  WTF?????? The true face of #Racism & it is UGLY both inside & out #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1565,False,True,False,False,False,False,False,False,RT brutaltruth2682: Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1569,True,False,False,False,False,False,False,False,@Macys not selling Trump because he voices his opinion.. What happy to freedom of speech.. I'll never shop at @Macys again.. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1570,True,False,False,False,False,False,False,False,Honestly though @Macys you dumped Trump so now I'm dumping you. And I shop at your store A LOT. NOT ANYMORE BYE #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1577,False,False,False,False,True,False,False,False,Oreo frappie from Mcdonalds is the morning beverage of Champions.#wakeandbake #McDonalds #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1580,False,False,True,False,False,False,False,False,@loudobbsnews Don't you just love that truth is now called controversial comments?!  Has this country fallen that low?! #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
1581,False,True,False,False,False,False,False,False,Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1582,True,False,False,False,False,False,False,False,@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!  #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1584,False,False,False,False,False,False,False,True,Everything Donald Trump said was 100% true though. #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1589,False,False,False,False,True,False,False,True,@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours! #SemST,test,False,False,False,False,False,False,True,True,False,False,False,True
1591,False,False,False,False,False,False,False,True," TY Michael @ASavageNation ""I'd do anything to help him; he's right, he's telling the truth"" @realDonaldTrump #BoycottMacys  #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
1593,True,False,False,False,False,False,False,False,Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1594,False,True,False,False,False,False,False,False,I'm voting for Donald Trump this election #waitonit #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1596,True,False,True,False,False,False,False,False,@realDonaldTrump fuck you racist ass bitch. Go fuck yourself #SemST,test,True,True,True,True,False,False,False,False,False,False,False,False
1597,False,False,False,False,False,False,False,True,@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1600,True,False,False,False,False,False,False,False,"Corporate America showing there Asses, over #trump is just wrong! I am making note! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1604,True,False,False,False,False,False,False,False,@DrakeKing15your gay agenda will be met with the wrath of god #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1605,True,False,False,False,False,False,False,False,"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF? #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
1607,False,False,False,False,False,False,False,True,"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
1610,False,False,False,False,False,False,False,True,"Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump  #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
1617,True,False,False,False,False,False,False,False,Mexico sucks. What other conclusion is there for ppl to come here illegally?   #Mexico #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1618,False,False,True,False,False,False,False,False,Wondering who is going to make your suites now. @realDonaldTrump  Maybe the rapist and killers you speak about will. #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
1619,False,False,False,False,True,False,False,False,@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck! #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1621,True,False,False,False,False,False,False,False,@MoveOn Go screw yourselves & take Killary with you! Bring your bully shit to Florida and see what happens! #boycottMoveOn  #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
1624,False,False,False,False,False,False,False,True,Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
1625,False,True,False,False,False,False,False,False,@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
1629,False,False,False,False,True,False,False,False,@10thAmendment  Funny. Visited by Muslims on  Christmas Eve last year. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
1646,False,False,False,False,True,False,False,False,Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
